PolicyA,PolicyB,Cycle,Difference_AminusB,PointwiseCI95Low,PointwiseCI95High,SimultaneousCI95Low,SimultaneousCI95High,SignificantSimultaneous
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,41,-0.002674787784917587,-0.005094357903060065,-0.0002608318552687811,-0.016431812626531966,0.011082237056696791,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,42,-0.002739283117596858,-0.005217935899162421,-0.0002673518528830383,-0.016496307959211236,0.01101774172401752,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,43,-0.0028032592866363837,-0.005340275616089213,-0.0002743657931050637,-0.016560284128250762,0.010953765554977995,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,44,-0.0028667104116596454,-0.005460324526019042,-0.00028153192445849463,-0.016623735253274024,0.010890314429954733,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,45,-0.002929630612289791,-0.005579422001276752,-0.00028926602514334497,-0.01668665545390417,0.010827394229324588,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,46,-0.002992014008149635,-0.005697669958338661,-0.0002967249597495699,-0.016749038849764013,0.010765010833464744,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,47,-0.0030538547188634357,-0.005815580437034587,-0.00030377292060257996,-0.016810879560477814,0.010703170122750943,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,48,-0.003115146864053786,-0.005933241022681479,-0.000310274100026026,-0.016872171705668165,0.010641877977560592,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,49,-0.003175884563344167,-0.006050416300649242,-0.00031609269034497446,-0.016932909404958545,0.010581140278270212,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,50,-0.003236061936357615,-0.006167223699392518,-0.00032109288388274866,-0.016993086777971993,0.010520962905256764,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,51,-0.003295678634457011,-0.006283765370973024,-0.00032516653340826986,-0.01705270347607139,0.010461346207157367,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,52,-0.003354756435964168,-0.006399472609373574,-0.00032831613346342775,-0.017111781277578546,0.01040226840565021,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,53,-0.003413322650940298,-0.0065149632380041315,-0.00033057183903473296,-0.017170347492554677,0.01034370219067408,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,54,-0.003471404589446503,-0.006630968218944944,-0.0003319638051083658,-0.01722842943106088,0.010285620252167876,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,55,-0.003529029561543773,-0.006747015235198037,-0.0003325221866706009,-0.01728605440315815,0.010227995280070606,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,56,-0.0035862248772937644,-0.006862950708875623,-0.00033227713870697745,-0.017343249718908143,0.010170799964320614,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,57,-0.003643017846757468,-0.0069788022908297,-0.00033125881620409765,-0.017400042688371847,0.01011400699485691,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,58,-0.0036994357799957633,-0.007094597631912028,-0.0003294973741481446,-0.017456460621610142,0.010057589061618615,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,59,-0.003755505987070751,-0.007210366230336424,-0.000327022967525182,-0.01751253082868513,0.010001518854543628,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,60,-0.0038112557780429768,-0.00732614412300496,-0.0003238657513211764,-0.017568280619657355,0.009945769063571402,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,61,-0.0038667124629732097,-0.007441949207546886,-0.0003200558805230687,-0.017623737304587588,0.009890312378641169,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,62,-0.003921903351923994,-0.007557797303970146,-0.0003156235101158346,-0.017678928193538373,0.009835121489690384,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,63,-0.003976855754955655,-0.007673734970034651,-0.00031059879508640935,-0.017733880596570033,0.009780169086658724,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,64,-0.004031596982129182,-0.007789783702247255,-0.0003050118904207678,-0.01778862182374356,0.009725427859485197,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,65,-0.004086154343506454,-0.007905970447236399,-0.0002988929511048544,-0.017843179185120833,0.009670870498107925,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,66,-0.004140555149148462,-0.008022322902939028,-0.0002922721321250688,-0.01789757999076284,0.009616469692465917,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,67,-0.004194826709115862,-0.008138868767292862,-0.0002851795884678243,-0.01795185155073024,0.009562198132498517,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,68,-0.004248996333470867,-0.0082556357382354,-0.00027764547511883504,-0.018006021175085245,0.009508028508143512,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,69,-0.004303091332274023,-0.00837265151370381,-0.00026969994706418134,-0.0180601161738884,0.009453933509340356,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,70,-0.004357139015586431,-0.008489943791636034,-0.00026137315929037106,-0.01811416385720081,0.009399885826027948,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,71,-0.004411166693469637,-0.008607540269969127,-0.00025269526678325976,-0.018168191535084015,0.009345858148144742,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,72,-0.004465201675984964,-0.008724866416642796,-0.0002436964245292248,-0.018222226517599343,0.009291823165629414,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,73,-0.004519271273193404,-0.0088419321907612,-0.00023440678751446867,-0.018276296114807782,0.009237753568420975,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,74,-0.004573402795156056,-0.008960996785704228,-0.00022485651072504407,-0.018330427636770435,0.009183622046458322,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,75,-0.004627623551934468,-0.009080873319787455,-0.00021507574914679542,-0.018384648393548846,0.00912940128967991,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,76,-0.0046819608535896284,-0.009198559005930921,-0.00020509465776646647,-0.018438985695204007,0.00907506398802475,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,77,-0.004736442010182529,-0.009316465990372336,-0.00019494339156945762,-0.018493466851796907,0.00902058283143185,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,78,-0.004791094331775048,-0.009434761303566783,-0.00018477907935125494,-0.018548119173389426,0.008965930509839331,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,79,-0.004845945128427953,-0.00955346938994119,-0.0001742809915335014,-0.01860296997004233,0.008911079713186425,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,80,-0.004901021710202569,-0.00967261469392339,-0.00016373375871517605,-0.018658046551816947,0.00885600313141181,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,81,-0.004956351387159774,-0.00979222161671714,-0.0001531885166585756,-0.018713376228774153,0.008800673454454604,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,82,-0.005011961469361115,-0.009914676902156427,-0.00014262381472040234,-0.018768986310975493,0.008745063372253264,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,83,-0.005067879266867803,-0.010038232090287407,-0.00013206983459130298,-0.01882490410848218,0.008689145574746576,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,84,-0.0051241320897413845,-0.010162453719488294,-0.00012252917819067523,-0.018881156931355763,0.008632892751872994,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,85,-0.005180747248042072,-0.010287367674518788,-0.00011196106485794899,-0.01893777208965645,0.008576277593572306,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,86,-0.005237752051831968,-0.010412999840139794,-0.00010077980305101546,-0.018994776893446346,0.008519272789782411,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,87,-0.005295173811172393,-0.010539376101111674,-9.056476599593196e-05,-0.019052198652786772,0.008461851030441985,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,88,-0.005353039836123341,-0.010666522342194031,-8.051712028405443e-05,-0.01911006467773772,0.008403985005491037,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,89,-0.0054113774367475775,-0.01079323238736829,-7.066128652951652e-05,-0.019168402278361956,0.008345647404866801,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,90,-0.005470213923105316,-0.01091966443377057,-6.102744642404469e-05,-0.019227238764719694,0.008286810918509063,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,91,-0.005529576605258435,-0.011046860242158618,-5.164578165901559e-05,-0.019286601446872813,0.008227448236355944,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,92,-0.00558949279326737,-0.011174845295127689,-4.254647392505099e-05,-0.01934651763488175,0.008167532048347009,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,93,-0.005649989797193999,-0.011303645075271929,-3.375970491438801e-05,-0.019407014638808378,0.008107035044420379,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,94,-0.005711094927099092,-0.011433320982484355,-2.531565631789819e-05,-0.01946811976871347,0.008045929914515287,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,95,-0.005772835493044193,-0.011563865167881045,-1.724450982693324e-05,-0.01952986033465857,0.007984189348570186,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,96,-0.0058352388050901816,-0.011695301516415412,-9.607875137848713e-06,-0.01959226364670456,0.007921786036524197,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,97,-0.005898332173298715,-0.01182778654130803,-3.6016066798568206e-06,-0.019655357014913093,0.007858692668315664,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,98,-0.005962142907730561,-0.011962997551540658,1.550752912310042e-06,-0.01971916774934494,0.0077948819338838175,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,99,-0.0060266983184472656,-0.012099234528891164,9.420257236636248e-06,-0.019783723160061644,0.007730326523167113,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,100,-0.006092025715509819,-0.012237380272385806,1.704911318549662e-05,-0.019849050557124197,0.0076649991261045596,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,101,-0.006158144214094663,-0.012377462712048959,2.166899485240259e-05,-0.01991516905570904,0.007598880627519716,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,102,-0.006225040149836936,-0.012518485975806426,2.696892500623466e-05,-0.019982064991451314,0.007531984691777443,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,103,-0.006292691663487671,-0.012658564166215202,3.327795754143041e-05,-0.02004971650510205,0.007464333178126708,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,104,-0.006361076895797235,-0.012799609585718977,3.716354712792719e-05,-0.020118101737411614,0.007395947945817143,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,105,-0.006430173987516219,-0.012944266041444987,4.0077176884478706e-05,-0.020187198829130597,0.00732685085409816,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,106,-0.006499961079395544,-0.013088782401868278,4.340006551621068e-05,-0.020256985921009923,0.007257063762218834,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,107,-0.0065704163121853565,-0.013231968952971643,4.5797859986870753e-05,-0.020327441153799735,0.007186608529429022,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,108,-0.006641517826636689,-0.013375804416302072,4.693661498910972e-05,-0.020398542668251068,0.007115507014977689,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,109,-0.006713243763499577,-0.013518678741578662,4.724597191019779e-05,-0.020470268605113955,0.007043781078114802,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,110,-0.0067855722635247195,-0.013663946565513665,5.070701523409149e-05,-0.020542597105139098,0.006971452578089659,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,111,-0.00685848146746304,-0.013810962748071013,5.6779974157103406e-05,-0.02061550630907742,0.006898543374151338,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,112,-0.006931949516064795,-0.01395912259876545,5.806185504402529e-05,-0.020688974357679173,0.006825075325549584,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,113,-0.007005954550080573,-0.01410769565510391,5.6216327621577496e-05,-0.02076297939169495,0.006751070291533805,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,114,-0.0070804747102612975,-0.014256188859601412,5.396941012791839e-05,-0.020837499551875676,0.006676550131353081,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,115,-0.007155488137357113,-0.01440531996052431,5.133575044727297e-05,-0.020912512978971492,0.006601536704257265,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,116,-0.007230972972118943,-0.014555304750308229,5.1646762535001443e-05,-0.02098799781373332,0.0065260518694954354,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,117,-0.007306907355297154,-0.014707209835306845,4.897695171324767e-05,-0.021063932196911533,0.006450117486317224,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,118,-0.00738326942764278,-0.014861849510780418,4.59851983857229e-05,-0.02114029426925716,0.006373755413971598,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,119,-0.007460037329905522,-0.015014571608635518,4.272245276360756e-05,-0.0212170621715199,0.006296987511708856,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,120,-0.007537189202836747,-0.015167573242738236,4.194203155425078e-05,-0.021294214044451126,0.006219835638777631,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,121,-0.0076147031871866,-0.015320967843776092,4.3831272929078264e-05,-0.02137172802880098,0.0061423216544277785,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,122,-0.0076925574237057814,-0.015474896954857164,4.587834348499235e-05,-0.02144958226532016,0.006064467417908597,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,123,-0.007770730053145103,-0.015629132197971816,4.229276866093623e-05,-0.02152775489475948,0.005986294788469276,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,124,-0.00784919921625482,-0.015780220648448872,4.1498884238021476e-05,-0.0216062240578692,0.005907825625359558,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,125,-0.007927943053785858,-0.015930379114764776,4.177308504825095e-05,-0.021684967895400236,0.005829081787828521,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,126,-0.008006939706488359,-0.016082835731756583,4.17821497706543e-05,-0.021763964548102737,0.00575008513512602,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,127,-0.008086167315113246,-0.016237446089691788,4.167520024970486e-05,-0.021843192156727625,0.005670857526501132,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,128,-0.008165604020410777,-0.016392250305989918,3.550827677537761e-05,-0.021922628862025156,0.005591420821203601,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,129,-0.008245227963132207,-0.016547246323347142,2.7979404052198486e-05,-0.022002252804746585,0.005511796878482172,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,130,-0.008325017284027125,-0.016702403312082188,2.552193890349521e-05,-0.022082042125641504,0.005432007557587253,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,131,-0.0084049501238469,-0.016857235467183106,2.2891749209630887e-05,-0.022161974965461278,0.005352074717767479,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,132,-0.008485004623341785,-0.017009951152296067,2.0713300771544172e-05,-0.022242029464956164,0.005272020218272593,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,133,-0.008565158923262595,-0.017169100144618366,1.8360713784002465e-05,-0.022322183764876973,0.005191865918351784,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,134,-0.008645391164359584,-0.017329283326622764,1.5787799008074862e-05,-0.022402416005973962,0.005111633677254795,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,135,-0.008725679487383564,-0.017487167049144357,1.3041086195956801e-05,-0.022482704328997943,0.005031345354230814,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,136,-0.008806002033085125,-0.01763960466031956,1.0127058822052853e-05,-0.022563026874699504,0.004951022808529253,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,137,-0.008886336942214634,-0.017795667688205646,7.4129564423447926e-06,-0.022643361783829013,0.004870687899399744,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,138,-0.008966662355522903,-0.01795345222260924,9.103698032761212e-06,-0.02272368719713728,0.0047903624860914755,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,139,-0.00904695641376041,-0.018111107308530872,5.144432010991884e-06,-0.022803981255374788,0.004710068427853969,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,140,-0.009127197257677522,-0.018265225491225327,1.9258305946315582e-07,-0.0228842220992919,0.004629827583936857,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,141,-0.009207363028025384,-0.01841670881507906,-2.9961914143006545e-06,-0.022964387869639762,0.004549661813588995,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,142,-0.00928743186555403,-0.018567994398448896,-6.569570763065477e-06,-0.02304445670716841,0.0044695929760603485,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,143,-0.009367381911014272,-0.018726663113423907,-8.493016494326533e-06,-0.02312440675262865,0.0043896429306001065,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,144,-0.0094471913051567,-0.018885173246583137,-1.0316392906370448e-05,-0.023204216146771078,0.004309833536457679,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,145,-0.009526838188732123,-0.019043276289113488,-1.2558283966396244e-05,-0.0232838630303465,0.0042301866528822556,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,146,-0.009606300702490467,-0.019200933790008298,-1.5549086281999123e-05,-0.023363325544104845,0.004150724139123912,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,147,-0.009685556987182986,-0.019358107298260922,-1.8267299934413172e-05,-0.023442581828797365,0.0040714678544313924,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,148,-0.009764585183559826,-0.019514758362864905,-1.9428442456409545e-05,-0.023521610025174205,0.003992439658054552,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,149,-0.009843363432371688,-0.01967084853281326,-2.1223197974484798e-05,-0.023600388273986066,0.003913661409242691,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,150,-0.009921869874369382,-0.01982633935709966,-2.3134509955163864e-05,-0.02367889471598376,0.0038351549672449962,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,151,-0.010000092249481729,-0.01998120891825529,-2.4924861061759174e-05,-0.023757117091096108,0.0037569325921326495,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,152,-0.010078056694350801,-0.02013547662803608,-2.660516923702061e-05,-0.02383508153596518,0.0036789681472635775,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,153,-0.010155798944797456,-0.020285327072146808,-2.8190889106105566e-05,-0.023912823786411835,0.0036012258968169224,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,154,-0.010233354736642553,-0.020434469785977634,-3.053913957839783e-05,-0.02399037957825693,0.003523670104971826,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,155,-0.010310759805706726,-0.020583337508763073,-3.718390924133198e-05,-0.024067784647321105,0.0034462650359076523,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,156,-0.010388049887810724,-0.0207319871981273,-4.393318002374871e-05,-0.024145074729425103,0.0033689749538036544,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,157,-0.010465260718775293,-0.020880475811696053,-5.0756233300704507e-05,-0.024222285560389672,0.0032917641228390852,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,158,-0.01054242803442107,-0.02102886619440137,-5.7665452523441575e-05,-0.024299452876035448,0.003214596807193309,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,159,-0.0106195875705688,-0.02117719764194681,-6.297489183048839e-05,-0.02437661241218318,0.003137437271045578,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,160,-0.010696775063039121,-0.021325544773880156,-6.461117688989646e-05,-0.0244537999046535,0.0030602497785752573,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,161,-0.01077402624765289,-0.021476287205651562,-6.642421033242562e-05,-0.02453105108926727,0.0029829985939614882,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,162,-0.01085137686023041,-0.02162918107540715,-6.843138479036305e-05,-0.02460840170184479,0.002905647981383968,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,163,-0.010928862636592984,-0.021782192941284032,-7.214193096808119e-05,-0.024685887478207363,0.0028281622050213943,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,164,-0.011006519312561025,-0.02193537469371057,-7.289840093317737e-05,-0.024763544154175404,0.0027505055290533535,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,165,-0.01108438262395528,-0.022088778223112625,-7.668403922024852e-05,-0.02484140746556966,0.0026726422176590985,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,166,-0.011162488306596607,-0.022242453049708233,-8.227906242993854e-05,-0.024919513148210986,0.002594536535017771,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,167,-0.01124087209630531,-0.022393539929372423,-8.818262117966432e-05,-0.02499789693791969,0.0025161527453090686,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,168,-0.011319569728902357,-0.0225460981718014,-9.114016362571089e-05,-0.025076594570516735,0.002437455112712022,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,169,-0.011398616940208606,-0.022700712985957848,-9.773826818752009e-05,-0.025155641781822984,0.002358407901405773,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,170,-0.011478049466044693,-0.022855819458400334,-0.00010496434021077598,-0.02523507430765907,0.0022789753755696855,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,171,-0.011557903042231144,-0.023011467705913235,-0.00011255838315615069,-0.025314927883845522,0.002199121799383235,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,172,-0.011638213404588926,-0.02316762195961155,-0.00012054186602787694,-0.025395238246203305,0.0021188114370254522,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,173,-0.011719016288938566,-0.02332241730803023,-0.000128936257830762,-0.025476041130552945,0.0020380085526758122,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,174,-0.011800347431100922,-0.023475988045037328,-0.00013776302756923843,-0.0255573722727153,0.001956677410513457,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,175,-0.011882242566896517,-0.023630190838345194,-0.00014504484374993409,-0.025639267408510896,0.0018747822747178615,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,176,-0.01196473743214621,-0.023785184679500436,-0.00015053266930517838,-0.02572176227376059,0.0017922874094681678,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,177,-0.012047867762670528,-0.023941019483589048,-0.00016030605663305055,-0.025804892604284906,0.0017091570789438508,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,178,-0.012131669294290548,-0.0241013089600598,-0.00017053656481396792,-0.025888694135904926,0.0016253555473238306,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,179,-0.012216177762826574,-0.02425983904923821,-0.0001812333431308451,-0.025973202604440953,0.0015408470787878041,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,180,-0.012301428904099687,-0.02442020004808522,-0.0001924111396443881,-0.026058453745714066,0.0014555959375146914,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,181,-0.0123874584539303,-0.024586190846811334,-0.00020408470241523632,-0.02614448329554468,0.0013695663876840784,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,182,-0.012474302148139271,-0.024753459432285813,-0.00021626877950511438,-0.02623132698975365,0.0012827226934751072,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,183,-0.012561995722547459,-0.024922064920836963,-0.000228978118974423,-0.026319020564161837,0.0011950291190669197,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,184,-0.012650574912975165,-0.025092066428791325,-0.0002422274688843289,-0.026407599754589544,0.001106449928639213,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,185,-0.012740075455243471,-0.025263523072477076,-0.00024707765523595773,-0.02649710029685785,0.0010169493863709071,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,186,-0.012830533085173124,-0.02543649396822144,-0.0002522898878054892,-0.026587557926787502,0.0009264917564412549,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,187,-0.012921983538584425,-0.02561103388540168,-0.00025804358757027375,-0.026679008380198804,0.0008350413030299535,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,188,-0.013014462551298456,-0.02578712175266854,-0.0002644193803814841,-0.026771487392912834,0.0007425622903159228,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,189,-0.013108005859135963,-0.025961837708851125,-0.00027136587886154525,-0.02686503070075034,0.0006490189824784158,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,190,-0.01320264919791736,-0.026137169434796242,-0.0002789040197838612,-0.02695967403953174,0.0005543756436970186,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,191,-0.013298428303463505,-0.02631400149951802,-0.00028705473992390624,-0.027055453145077884,0.0004585965381508732,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,192,-0.013395378911594924,-0.026492412910797937,-0.0003038861496442118,-0.027152403753209303,0.0003616459300194545,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,193,-0.013493536758132807,-0.026673107729139806,-0.0003247173906812651,-0.027250561599747185,0.00026348808348157157,False
80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,194,-0.013592937578897457,-0.026854354039795865,-0.00034664362128361336,-0.027349962420511836,0.0001640872627169214,False
